,Description,forum
1170,"The style and presentation is mostly clean, but the authors rarely make efforts to simplify and make the topic accessible (i.e., ""Only experts can understand the paper"")",kCKRUcUGSup
1171,"In this sense, there is room for improvement before it can be considered a quality publication.",kCKRUcUGSup
1172,"I think the paper is relatively strong and very interesting, but has multiple serious flaws",kCKRUcUGSup
1173,"It's possible that these flaws can be simply fixed by being more clear, but it's also possible some more extensive experiments would be necessary (wrt",kCKRUcUGSup
1174,"batching, Chain's performance, and the dubious claim of ""best throughput to date"")",kCKRUcUGSup
1175,I remain optimistic that the authors can fix them within ~3 months.,kCKRUcUGSup
1176,"- It would improve the quality of the paper if you are more precise early on (Intro) about which ""state-of-the-art BFT"" systems you are comparing to.",kCKRUcUGSup
1177,- The major novelty seems to be in preventing request duplication attacks.,kCKRUcUGSup
1178,"    - If I understand correctly your solution, I would propose that the concept of a ""duplicate request"" does not make much sense in the context of an ordering service (which is what SRB is)",kCKRUcUGSup
1179,"Concretely, your interface is `BCAST(r)` which a client calls once for every distinct `r`",kCKRUcUGSup
1180,"Duplicates make sense when there is a higher-level abstraction, e.g., commands (like in an SMR) or transactions (like in a UTXO model), and in that case you could say that two inputs to the service are duplicates",kCKRUcUGSup
1181,But if a client calls `BCAST(r)` twice with identical input `r` the service is agnostic to it and should treat each call as a separate request and should order the same `r` twice.,kCKRUcUGSup
1182,    - This clear distinction as to what is a duplicate request in your model is lacking and clarifying that would be a great improvement to your paper.,kCKRUcUGSup
1183,"- In general, it is more valuable to show fewer evaluation results if that means",kCKRUcUGSup
1184,  that they are higher quality and more thoroughly explained.,kCKRUcUGSup
1185,    - Some questions and suggestions below...,kCKRUcUGSup
1186,"    - I find it surprising that SRB manages to beat Chain consistently, except for the cluster environment (where Chain uses MACs, Fig.7)",kCKRUcUGSup
1187,"Is it because Chain has no batching? This may be an important detail you overlooked, so please clarify.",kCKRUcUGSup
1188,"    - SRB implements a total-order broadcast, while some of your competitors (PBFT, from [15], for instance) do more than total-order and also have an execution engine",kCKRUcUGSup
1189,"Is that engine disabled? Or is the overhead from passing transactions through an execution step still present in some competitors, while SRB omits that? It would be good to clarify since this is important.",kCKRUcUGSup
1190,"    - You mention that the VMs have a 1Gbps network and I'm trying to understand how does that translate into Chain's throughput in Fig.4(a), since you pointed out that the bottleneck is probably the weakest link",kCKRUcUGSup
1191,"A back of the envelope calculation shows that this link is using around 20000 (req/s) * 500 (bytes) = ~0.08 Gbps, which is one order of magnitude smaller than the theoretical bandwidth you have of 1Gbps.",kCKRUcUGSup
1192,"    - If Chain's performance is indeed limited by the weakest link, then I would expect in a growing network size to see lower and lower throughput, since there would be higher chances of traversing weaker links",kCKRUcUGSup
1193,"But Fig.4a shows roughly fixed (or even growing) throughput for ""Chain-500b""",kCKRUcUGSup
1194,"  - Some other recent papers also claim ""excellent performance"", and some do evaluation on even larger setups (~200 nodes)",kCKRUcUGSup
1195,I am thinking of [25] and [33] for example,kCKRUcUGSup
1196,"It would have been good if you compared against them in an evaluation, since that would prove your case of ""best throughput to date on public WAN networks""",kCKRUcUGSup
1197,"With the present evaluation, your claim is not on a very solid ground",kCKRUcUGSup
1198,"You could just rephrase that to be accurate by saying ""best throughput among the systems we evaluated""...",kCKRUcUGSup
1199,"- Section 9.4 is impressive in showing the importance of preventing duplicate requests, though as I mentioned earlier I believe the definition of a ""duplicate request"" should be clarified, since this seems something specific to your system and not a concern in your competitors (PBFT, HotStuff).",kCKRUcUGSup
1200,"- I appreciate that you took the effort to put the pseudocode of PBFT in section 6, and also that of SRB",kCKRUcUGSup
1201,"But it would be more valuable and respectful for the readers (and reviewers) if the pseudocode was explained in text, e.g., you could weave the algorithms with your text of section 5 (and 3), and in that way the two sections could support each other consistently.",kCKRUcUGSup
1202,- Please clarify the difference (if any) between your signature verification sharding technique (5.6),kCKRUcUGSup
1203,"  and other protocols that use similar optimizations [25, 33].",kCKRUcUGSup
1204,"- builds on the seminal PBFT protocol, instead of building the solution up from scratch",kCKRUcUGSup
1205,    - This evolutionary (vs,kCKRUcUGSup
1206,- The buckets approach and periodic redistribution (sec.4) is very neat!,kCKRUcUGSup
1207,"    - (Though I didn't find Fig.2 very intuitive or helpful, consider simplifying that figure.)",kCKRUcUGSup
1208,"- I found the ""emulation"" of other BFT protocols very interesting.",kCKRUcUGSup
1209,"    - ""In more established",kCKRUcUGSup
1210,"      decentralized systems, such as Bitcoin and Ethereum, it",kCKRUcUGSup
1211,"      is standard to charge for the same transaction only once,",kCKRUcUGSup
1212,"      even if it is submitted by a client more than once.""",kCKRUcUGSup
1213,"    - In such systems, the same transaction does not usually end up",kCKRUcUGSup
1214,"      in more than a block, either because of the UTXO model or because the",kCKRUcUGSup
1215,"      mempool implementation takes care of removing already-ordered txs, so",kCKRUcUGSup
1216,"      charging for the same transaction does not apply, but if a transaction",kCKRUcUGSup
1217,"      did end up included multiple times in the blockchain, it would pay fees",kCKRUcUGSup
1218,      multiple times.,kCKRUcUGSup
1219,    - It would be good to be more accurate with your description of other systems,kCKRUcUGSup
1220,"Also, your approach has the flavor of a mempool (line 59, alg 4), but it is sharded.",kCKRUcUGSup
1221,"- "" While many successor BFT protocols eliminated watermarks in favor of batching (e.g, [13, 16, 39])""",kCKRUcUGSup
1222,"    - Is watermarking the same as pipelining? In PBFT, watermarking functions as a pipelining optimization",kCKRUcUGSup
1223,    - I looked at the references and could not find evidence that watermarks are eliminated in those protocols,kCKRUcUGSup
1224,"While they don't mention water marking explicitly, some avoid watermarking ([16]) while some do use pipelining, e.g., [13] (which I understand to be similar to watermarking)",kCKRUcUGSup
1225,"And it's confusing to say that watermarking would be eliminated in favor of batching, since these two techniques are not mutually exclusive.",kCKRUcUGSup
1226,"- You cite the journal version of PBFT (ACM TOCS'02) and state in Table 2 that this protocol has ""no"" batching",kCKRUcUGSup
1227,"I found that strange so I looked at the paper again, and found in 6.1 that it describes request batching",kCKRUcUGSup
1228,So please double-check this statement and try to be more accurate.,kCKRUcUGSup
1229,"- I see how your solution generalizes the idea of primary, to permit an arbitrary number of primaries",kCKRUcUGSup
1230,"Does your solution resemble the following thought experiment, and how is it different if so? Suppose we simply run X concurrent instances of PBFT among the same N nodes, and each instance `i` of PBFT writes its client requests in a specific log (no execution of client requests, just log them in a database/file), then a separate process would merge these log files deterministically, in the same manner at all N nodes?",kCKRUcUGSup
1231,"- ""SRB implements all of these and is thus robust in the Aardvark sense.""",kCKRUcUGSup
1232,    - Does SRB indeed implement separate NICs? That was not clear.,kCKRUcUGSup
1233,"- I am not contesting your claim that the bottleneck in BFT TOB is the leader's network (though some other papers claim differently), just to note that some systems take alternative approaches to relieving this bottleneck",kCKRUcUGSup
1234,"One example is to avoid the broadcast primitive which the leader typically uses, and instead let a gossip overlay load-balance the pre-prepare step (and all steps in fact)",kCKRUcUGSup
1235,"Some new systems are starting to build on gossip (beside the usual suspect Bitcoin, there is RapidChain and Tendermint that come to mind, the latter being closer to your model)",kCKRUcUGSup
1236,"I suspect a highly-efficient gossip overlay is a simpler approach to relieving the leader bottleneck, and I would be curious to know how would this approach compare to your multiplexing strategy.",kCKRUcUGSup
1237,# Potential improvements in writing and clarity,kCKRUcUGSup
1238,"- section 3 title is ""PBFT and its Bottlenecks"" but there is a single bottleneck, at the primary node at step pre-prepare, correct? I was wondering if there are other bottlenecks and I missed some.",kCKRUcUGSup
1239,"- While I appreciate the evolutionary approach, it would be nice to be precise about what exactly are you changing from PBFT (e.g., Section5.6 mention common-case changes, but your delta to PBFT is quite substantial)",kCKRUcUGSup
