,Class Index,Description
2735,3,. Previous works have used non-parallel and comparable corpora to learn MT models and for bilingual lexicon induction. 
2736,3,"""This paper proposes an idea to do faster RNN inference via skip RNN state updates."
2737,3," \n\nAlso, would using the backward RNN, e.g. for rescoring, bring another advantage?"
2738,3, This would enable a better test of the generalization capabilities in what is essentially a continuously changing environment.
2739,3, One offshoot of it has its own society with conferences and a journal devoted to it (The International Artificial intelligence in Education Society: http://iaied.org/about/).
2740,1,\n\nEvaluation: \nSignificance: The question whether GANs learn the target distribution is important and any  significant contribution to this discussion is of value.
2741,3,\nThe hidden representation obtained by the encoder should already capture information about the relation.
2742,3," For example, if I increase the number of importance samples, even if I'm overfitting in Fig 3(b), wouldn't the green line move towards the red simply because my estimator depends less on a poor q?"
2743,3," In this case, the reward function is usually defined as the sum of log-likelihood of the future predictions (see [Kelvin Xu et al.] for training hard-attention) because this matches the supervised learning objective."
2744,3,"\n- It would be worth explaining, in a sentence, the approach in Shen et al for\n  those who are not familiar with it, seeing as it is used as a baseline."
2745,2,"Sorry for our long silence, due to some perplexity on our side at reading your manuscript."
2746,3," However, when the gradient noise is non isotropic normal, which is shown common in many models especially in deep neural network models, the behavior of SGD is intriguing, which will not converge to the tilted distribution by the original objective function, sometimes more interestingly, will converge to limit cycles around some critical points of the original objective function."
2747,3, \nThe method consists of adding direct dependencies among the intermediate feature maps generated by the deconv layer. 
2748,3," This seems to differ from typical practice, in the sense that it does not allow for wide intermediate layers."
2749,3,\n* The found hyperparameter of the grid-search would also be interesting to know.
2750,3,. The word pairs are extracted using Stanford parser
2751,3,"""The paper takes a closer look at the analysis of SGD as variational inference, first proposed by Duvenaud et al. 2016\nand Mandt et al. 2016."
2752,2,"Moreover, it is very difficult to see the actual contribution this manuscript will have"
2753,3, How larger values of T to better model inter-community links?
2754,3, \n\nEquation 3: please define H.
2755,1, The derivations look correct to me.
2756,3,\nCon:\n1. Not entirely convincing that it should work better than already existing methods.
2757,1," The fact that the authors compare their results with three sensible baselines and perform some form of hyper-parameter search for all of the models, adds to the quality of the experiment."
2758,3," In particular, the paper introduces a benchmark domain to model fleet coordination problems as might be encountered in taxi companies."
2759,3,"\n\nCotterell et al., EACL 2017 \""Explaining and Generalizing Skip-Gram through Exponential Family Principal Component Analysis\"": This paper also derives a tensor factorization based approach for learning word embeddings for different covariates."
2760,1," However, I wonder if the fact that the method has to rely on a simple classifier does not limit its ability to tackle other tasks."
2761,3," Considering that the DrQA is a better system on both SQuAD and TriviaQA, the speedup on DrQA is thus more important."
2762,3,\n\nFinally -- is it expected that the ordering of the factorization in Eq. 3 does not count much (results in Table 3)?
2763,3," The core idea is to represent a program as a graph that a GGNN can take as input, and train the GGNN to make token-level predictions that depend on the semantic context."
2764,3, All Q-value estimators are designed to marginalize out the randomness in these stochastic policies.\n*
2765,3, It is not clear the better performance comes from reservoir sampling or other differences.
