,id,Description,forum_id
1908,1908,The paper focuses on reproducing the first part of the claim as the second part requires a user study,VDlDzmfZaxg
1909,1909,"The paper focuses on three models: embedding, biLSTM, and BERT",VDlDzmfZaxg
1910,1910,"There are two evaluation tasks: classification (occupation, pronoun-based, sentiment analysis), and sequence-to-sequence",VDlDzmfZaxg
1911,1911,"The paper shows that the results do reproduce the results fairly well, and the reproducibility aspect was acceptable (with quick responses from the authors).",VDlDzmfZaxg
1912,1912,"Overall, the writing style in this paper needs to improve",VDlDzmfZaxg
1913,1913,"There are many grammatical mistakes, and the paper does not flow very well",VDlDzmfZaxg
1914,1914,The first half of the paper did a good job of explaining the problem and the models used,VDlDzmfZaxg
1915,1915,"However, the second half of the paper, including the results and reproducibility portions, needs more work",VDlDzmfZaxg
1916,1916,"I would have like to see the differences in training time / evaluation time, better explanation of Table 4 (especially what the column names are), and more information on what correspondence occurred with the original authors (did they give a more thorough code? define the anonymization functions better?) ",VDlDzmfZaxg
1917,1917,"The report describes the efforts in replicating the results of ""Learning to Deceive with Attention-Based Explanations"", where it is shown how 1) attention weights can be manipulated without loss in performance and 2) humans can be deceived by the obtained attention weights",VDlDzmfZaxg
1918,1918,The report describes the efforts in replicating the first claim,VDlDzmfZaxg
1919,1919,"The authors of the report used the code of the original paper to replicate the results, adding the transformer part and missing anonymization functions",VDlDzmfZaxg
1920,1920,"Overall, the results have been extensively replicated and the experiments well described",VDlDzmfZaxg
1921,1921,There are however some parts not well written (e.g,VDlDzmfZaxg
1922,1922,"typos, half-sentences, missing links),  with missing explanations (e.g",VDlDzmfZaxg
1923,1923,"multi-class sentiment analysis, transformer, anonymization) and with critiques to the claims of the paper (e.g",VDlDzmfZaxg
1924,1924,"importance of the user study, capabilities of deceiving of the attention weights) not supported by experiments",VDlDzmfZaxg
1925,1925,"Overall, I think the reproduction effort has been well conducted, but the report needs to be improved (see weaknesses below) to be accepteded",VDlDzmfZaxg
1926,1926,Below I detail what I think are the strengths and the weaknesses of the report,VDlDzmfZaxg
1927,1927,Strengths:,VDlDzmfZaxg
1928,1928,+ The authors managed to replicate all the quantitative results of the main paper (on public datasets) with fair efforts for the missing components they added.,VDlDzmfZaxg
1929,1929,"+ The experiments are very detailed, from the data splits to the hyperparameters used.",VDlDzmfZaxg
1930,1930,+ Discussions on the difference between the reproduced and the original results are also thorough and well justified.,VDlDzmfZaxg
1931,1931,Weaknesses:,VDlDzmfZaxg
1932,1932,"- Maybe it is due to the lack of time, but the report misses careful proofreading",VDlDzmfZaxg
1933,1933,There are Tables not well linked (e.g,VDlDzmfZaxg
1934,1934,"lines 136,172) wrongly cited equations (Eq",VDlDzmfZaxg
1935,1935,"0, line 74), typos (e.g",VDlDzmfZaxg
1936,1936,"""Reproducability"", line 207), missing end of sentence points (line 182), upper case start of sentences (e.g",VDlDzmfZaxg
1937,1937,"line 161), half-sentences (line 202)",VDlDzmfZaxg
1938,1938,Proofreading the report is necessary to ensure its quality,VDlDzmfZaxg
1939,1939,- In Table 3 multiple numbers have an empty standard deviation for the A.M,VDlDzmfZaxg
1940,1940,column,VDlDzmfZaxg
1941,1941,"Why is this the case? The table looks a bit weird with all the empty space after some +-, thus it would be good to add those values (preferably) or eliminate the +-.",VDlDzmfZaxg
1942,1942,- Some parts and definitions are not clear,VDlDzmfZaxg
1943,1943,"For instance, I was not able to find definitions for A.M",VDlDzmfZaxg
1944,1944,"(Table 3-4) and I (equation ""0"")",VDlDzmfZaxg
1945,1945,"Similarly, the report mentions an extension of the paper by performing multi-class sentiment analysis (line 89) that however is not detailed in the following section and is not reported in the results (since the comparison is with the values reported in the original paper)",VDlDzmfZaxg
1946,1946,These details should be included to avoid misconceptions.,VDlDzmfZaxg
1947,1947,"- The attention weights \alpha are computed from the dot product between QK^T  ""softmaxed""",VDlDzmfZaxg
1948,1948,"However, line 54 reports the non-softmaxed version of the dot-product to compute the attention, which is inaccurate",VDlDzmfZaxg
1949,1949,I would suggest the authors,VDlDzmfZaxg
1950,1950,to re-define the attention A by explicitly showing the contribution of \alpha and how it is computed.,VDlDzmfZaxg
1951,1951,- The difficulty of the reproduction due to 1) missing transformer code and 2) missing anonymization (lines 209-210) are not extensively described in the report,VDlDzmfZaxg
1952,1952,"Since the report should highlight the encountered difficulties (if any) in reproducing the original results, I would extend section 2 to include a discussion of any components the authors needed to add to reproduce the results + every effort (e.g",VDlDzmfZaxg
1953,1953,"missing libraries, dataset set up) that was required to reproduce them.",VDlDzmfZaxg
1954,1954,"- The scope of the report is to reproduce the quantitative results of the original work, without reproducing the user studies",VDlDzmfZaxg
1955,1955,"While I agree that the three subjects of the original paper do not constitute a large set allowing drawing general conclusions, I do not think it is fair to say that 1) the human study is unnecessary and unfounded (lines 213-215) and 2) raising doubts on the capabilities to deceive of the model (line 218)",VDlDzmfZaxg
1956,1956,"These are personal thoughts with no scientific/experimental grounds, since not results are shown to support that humans might not be deceived",VDlDzmfZaxg
1957,1957,I strongly suggest removing any claim not supported by 1) experiments 2) experience in the reproduction.,VDlDzmfZaxg
1958,1958,"- The sentence in lines 214-215: ""it added bulk to an unstructured paper, which in our minds, would have benefited from less individual projects""  is non-sensical and not founded anyway since 1) the unstructured paper is the original one? (peer-reviewed and accepted to ACL 2020) 2) what are the individual projects?",VDlDzmfZaxg
1959,1959,"The authors did a good work, they joggle round missing data and came up with same result as the original authors.",VDlDzmfZaxg
1960,1960,Reproducibility Summary:,lE0wqKGROKa
1961,1961,- The summary did a nice job outlining the report.,lE0wqKGROKa
1962,1962,Scope of reproducibility:,lE0wqKGROKa
1963,1963,"- Makes clear what the scope of the report is, and provides nice justification for why certain parts were left out (i.e",lE0wqKGROKa
1964,1964,missing data sets).,lE0wqKGROKa
1965,1965,Code:,lE0wqKGROKa
1966,1966,- Uses the original code,lE0wqKGROKa
1967,1967,- Does an extensive look and dissection of the code base to find some issues worth noting,lE0wqKGROKa
1968,1968,For example:,lE0wqKGROKa
1969,1969,"  - orthogonalization applied to both the P-path and Q-path), which wasn't obvious from the original text",lE0wqKGROKa
1970,1970,They do a small experiment to test the model's sensitivity to this change.,lE0wqKGROKa
1971,1971,  - The final prediction is calculated differently than reported,lE0wqKGROKa
1972,1972,  - Unreported fine-tuning of the embeddings for the two paths independently,lE0wqKGROKa
1973,1973,  - An odd choice in how the dev set is chosen from the training set.,lE0wqKGROKa
1974,1974,  ,lE0wqKGROKa
1975,1975,Communication with original authors:,lE0wqKGROKa
1976,1976,- Mentioned sending email to clarify parts of the code with no response.,lE0wqKGROKa
1977,1977,  ,lE0wqKGROKa
1978,1978,Hyperparameter Search:,lE0wqKGROKa
1979,1979,"- None done in the reproduction, and none done here.",lE0wqKGROKa
1980,1980,  ,lE0wqKGROKa
1981,1981,Ablation Study:,lE0wqKGROKa
1982,1982,N/A,lE0wqKGROKa
1983,1983,Discussion on results:,lE0wqKGROKa
1984,1984,- Did a nice job raising concerns about the original paper's findings.,lE0wqKGROKa
1985,1985,"- Raised many concerns, gave evidence for why these concerns would be problematic (even testing what the changes would be), and gave concrete steps for improvement.",lE0wqKGROKa
1986,1986,Results beyond the paper:,lE0wqKGROKa
1987,1987,- Expand the set of evaluation metrics,lE0wqKGROKa
