,Class Index,Description
1428,1,   Of course then inference involves approximating the finite posterior over inducing function values U and the paper make use of the standard Gaussian approximations.
1429,2,eview of a PhD project paper submitted one year after successful defense: Student should get a new PhD project
1430,2,"The author does not exhibit adequate acquaintance with the subject, the scholarship on it, the structure of logical argument, or English."
1431,2,I am personally offended that the authors believed that this study had a reasonable chance of being accepted to a serious scientific journal.
1432,2,It is more of a blog post than a research article
1433,1,Is it possible that a different choice of hyperparameters can change the model ranking
1434,2,"This piece offers nothing new…is poorly written, analytically weak and repeatedly inaccurate. h/"
1435,1," If Lipton's method would be expensive to apply to large-scale\nsettings such as the Atari games, the authors could also compare with that\nmethod in smaller and simpler problems."
1436,1,"""I think I should understand the gist of the paper, which is very interesting, where the action of \\tilde Q(s,a) is drawn from a distribution."
1437,2,They show they can account for 20% of the variance. No wonder. The usually accepted level is 50% to be useful
1438,1, And I am not also sure how hard this model is being converged in all experiments (compared to LSTM or supervised tree-LSTM).\
1439,2,Such a prestigious journal can surely make better use of its limited space.
1440,2,I can't possibly imagine what led the authors to believe that their paper was remotely interesting enough to submit for publication
1441,1, This is not a professional ML paper looks like.
1442,1,  However there are several weaknesses to the paper (or maybe just things I didn\u2019t understand).
1443,2,"The paper is grossly over referenced, and reads a little like a student trying to impress a supervisor that a lot has been read"
1444,1,\n- I would not call Reg a regularization term since it is not shrinking the coefficients
1445,1,"  In the former case, the statement \u201cx is uniformly sampled from X\u201d does not make sense because X is practically infinite."
1446,1," Crucially, there is no comparison to a trivial linear combination of ML and RL, which in one way or another was used in almost all prior work, including GNMT, Bahdanau et al, Ranzato et al."
1447,2,The writing and presentation are so bad that I had to go home early and spend time wondering what life is about
1448,2,This work is stuck in the past. The referee would rather talk about the future - some of the senior co-authors were the future once!
1449,2,Find your inner nerd—it must be a big part of you—bind and gap it and then dump it in the ocean tied to a large rock.
1450,2,all I can say is that the author is blissfully unaware of what a standard is – in linguistic terms – and does not have the linguistic competence to describe it
1451,1, I am raising the score.
1452,2,"Limited scholarship, flawed design, and faulty logic engender no enthusiasm whatsoever"
1453,2,The paper suffers from its desire to be accessible and directly impactful
1454,1," The paper shows marginal improvements on image classification datasets (2% on CIFAR, .2% on ImageNet) over the ResNeXt architecture that they build on."
1455,1," In the experiments, the authors plotted the training progress w.r.t. the minibatch iterations, I do not know if the minibatch iteration is a proxy for actual runtime (or number of floating point operations)."
1456,1, This can be improved to help readers understand better.
1457,2,"The authors presents a flurry of statistics, but they do not explain why or how those are relevant to the study"
1458,1,\nThere is not much that's technically new in the paper-- at least not much that's really understandable.
1459,1," \n\nFour simple, shallow neural nets are built as query, write, value, and policy networks."
1460,1,  A minimal version of the second modification would be having a bot that has access to a defogger play against a bot that does not have access to one.
1461,1," But I don't find it justified anywhere why \""leave 99.7% of i, j pairs unpenalized\"" is sth."
1462,2,"The color rainbow is pretty, but largely useless."
1463,1,"\n\nFor this reason, I will give the score marginally below the acceptance threshold now."
1464,1,\n- The other experiments are lacking important details.
1465,1,"  \n\nCons: \nReferences to \""CaffeNet\""  and \""LeNet\"" (even though the latter is well-known) are missing."
