,Description,Class Index
1162," The experimental evaluation is complete and accurate. \n\n""",1
1163, The method provides equivalent accuracy and sparsity to published state-of-the-art results on these datasets ,1
1164," \n\nWhile the authors do attempt to accomplish a lot in these nearly 16 pages of text, the authors' main points and overall narrative gets lost due to the writing that is a bit jumbled at times and that relies heavily on the supplement.",1
1165, The idea deserves a publication.,1
1166,   Please provide numerical support.,1
1167,I felt like I was reading a horror movie,2
1168," The targeted issue is fundamentally important, and the proposed approach (exploiting LSH schemes) seems to be sound.",1
1169,"\n\n=-=-=-= Response to the authors\n\nDuring the initial reviewing period, I was unable to distill the significance of the authors\u2019 contributions from the current literature in large part due to the nature of the writing style.",1
1170,I find the title and the main premise of the abstract confusing and illogical. [key concept X] has the logic of a Monty Python sketch,2
1171,It seems that the author is simply engaged in proprietary phrase coining – advancing a new term for a well-researched phenomenon,2
1172,eview of a PhD project paper submitted one year after successful defense: Student should get a new PhD project,2
1173,"It is not clear what percentage of the eligible people are not applying due to being lazy, inertia, or principles, which makes it hard to gauge the size of the potential market. [The people that the reviewer is referring to are immigrants",2
1174,"This paper was authored by a keen blogger and his colleagues. The paper perhaps reflects this informal approach, to its detriment",2
1175,\n\n5. It would be nice to see the gradient flow with the new activation function compared to the ones without.,1
1176,If you want to solve a puzzle you could just do sudoku.,2
1177,"this study would have been really interesting 10-15 years ago, but not it seems quite out of date.",2
1178,This paper does not leave me satisfied,2
1179,"In the course of this paper many stones were thrown but, unfortunately, no birds were harmed.",2
1180,Several books that are cited but there is no evidence that they have ever been studied and...,2
1181,  Reasonable baselines.,1
1182," \n\nThe paper is written clearly and the English is fine.""",1
1183,A blizzard of extraneous data external information should be culled.,2
1184,"\n\nI think this paper does not provide compelling pieces of evidence of unexpected pathological behavior in the previous paper, and also does not provide any insight of how to improve upon and address the obvious limitations of previous work.",1
1185," What is less trivial is estimating (4) for various activations, and that seems to the major methodological contribution.",1
1186," A more complete reference is \""handbook of weighted automata\"" by Droste.",1
1187,Find your inner nerd—it must be a big part of you—bind and gap it and then dump it in the ocean tied to a large rock.,2
1188, I think a language modeling benchmark and/or a larger scale question answering dataset should be considered.,1
1189," This is in part due to the fact that the paper is relatively short, and would benefit from more detail.",1
1190," This has already been successfully applied in multiple domains eg. in computer vision (Krizhevsky et al, NIPS 2011), NLP (Bahdanau et al 2014), image retrieval (Krizhevsky et al. ESANN 2011) etc, and also studied comprehensively in autoencoding literature.",1
1191,"Most part of methodology is useless, most of paragraphs are inrelevant to the main topics",2
1192," Even if you do not know what metric to use to objectively compare your approach versus baseline there are plenty of fields suffering from a similar problem yet  doing subjective evaluations, such as listening tests in speech synthesis.",1
1193,"The ideas seem to be a combination of wishful thinking, poor chemical insight and limited understanding of the techniques involved",2
